SCFR_Name	Num_Raw_Peaks	Top_Peak_Count	Frequencies	Magnitudes	Periods	Metric
SCFR_NC_072422_2_34491585_34491902_frame_1_fft	1	1	0.290221	104.128	3	0.290221
SCFR_NC_072422_2_34019798_34020561_frame1_fft	11	3	0.124509;0.399738;0.449541	211.180;207.280;200.766	8;3;2	0.322021445588525
SCFR_NC_072422_2_34747753_34748515_frame_3_fft	4	3	0.444882;0.111549;0.221785	292.765;211.135;171.769	2;9;5	0.2840052814469807
SCFR_NC_072422_2_35847954_35848680_frame1_fft	1	1	0.002755	144.175	364	0.002755
SCFR_NC_072421_2_38713447_38714978_frame_2_fft	1	1	0.333116	385.017	3	0.333116
SCFR_NC_072422_2_35846009_35848193_frame3_fft	6	3	0.436355;0.409341;0.154304	375.217;348.065;300.726	2;2;6	0.34434136637995016
SCFR_NC_086015_1_132677715_132677772_frame_2_fft	1	1	0.157895	32.399	6	0.157895
SCFR_NC_086015_1_133509102_133509177_frame1_fft	1	1	0.333333	35.844	3	0.333333
SCFR_NC_086015_1_124775922_124777405_frame_2_fft	1	1	0.333109	221.309	3	0.333109
SCFR_NC_086015_1_16908994_16909319_frame_1_fft	1	1	0.006154	83.712	163	0.006154
SCFR_NC_072421_2_801087_803251_frame_3_fft	7	3	0.436229;0.409427;0.154344	399.736;357.473;307.254	2;2;6	0.3458629796348017
SCFR_NC_072421_2_54968755_54971062_frame2_fft	8	3	0.333333;0.166883;0.033377	929.562;479.116;445.480	3;6;30	0.2182547504225638
SCFR_NC_086015_1_189927147_189927876_frame1_fft	1	1	0.333333	156.818	3	0.333333
SCFR_NC_086015_1_189902925_189904068_frame1_fft	3	3	0.301837;0.300087;0.304462	280.799;239.319;199.080	3;3;3	0.30198129510371274
SCFR_NC_086015_1_190899916_190900208_frame_1_fft	2	2	0.469178;0.236301	79.099;75.988	2;4	0.355075222359063
SCFR_NC_086015_1_198947816_198948800_frame_3_fft	9	3	0.181911;0.409553;0.318089	420.882;296.369;276.836	6;2;3	0.2877015441938181
SCFR_NC_086015_1_31455050_31455396_frame_3_fft	1	1	0.005780	81.537	174	0.00578
SCFR_NC_086015_1_31455050_31455408_frame_3_fft	1	1	0.005587	82.275	180	0.005587
SCFR_NC_086015_1_42588660_42588823_frame_2_fft	1	1	0.251534	63.436	4	0.251534
SCFR_NC_086015_1_43155408_43155515_frame_2_fft	1	1	0.485981	46.265	2	0.485981
SCFR_NC_086015_1_53894756_53895206_frame_3_fft	2	2	0.333333;0.042222	152.300;95.809	3;24	0.22091848138519765
SCFR_NC_086015_1_56489494_56489818_frame_1_fft	1	1	0.472222	118.470	2	0.472222
SCFR_NC_086015_1_48239792_48242219_frame3_fft	1	1	0.333333	274.634	3	0.333333
SCFR_NC_086015_1_66469134_66469222_frame_2_fft	1	1	0.022727	40.522	44	0.022727
SCFR_NC_086015_1_67834674_67834998_frame_2_fft	1	1	0.098765	80.105	10	0.098765
SCFR_NC_086015_1_96992375_96993042_frame1_fft	2	2	0.052474;0.025487	145.279;144.665	19;39	0.03900907451438899
SCFR_NC_086015_1_96992522_96992923_frame2_fft	1	1	0.024938	90.781	40	0.024938000000000002
SCFR_NC_086015_1_96992665_96994076_frame3_fft	4	3	0.026223;0.052445;0.379872	394.436;207.788;207.726	38;19;3	0.1236496425211433
SCFR_NC_086016_1_26290283_26291890_frame2_fft	1	1	0.333541	218.141	3	0.333541
SCFR_NC_086016_1_26907582_26908092_frame1_fft	1	1	0.250980	168.966	4	0.25098
SCFR_NC_086016_1_30884513_30884912_frame_2_fft	1	1	0.390977	83.138	3	0.3909770000000001
SCFR_NC_086016_1_31381452_31381608_frame1_fft	1	1	0.250000	57.336	4	0.25
SCFR_NC_086016_1_33243931_33245039_frame3_fft	1	1	0.333032	152.306	3	0.333032
SCFR_NC_086016_1_38302800_38303248_frame_1_fft	1	1	0.334821	93.854	3	0.334821
SCFR_NC_086016_1_44175061_44175385_frame_3_fft	1	1	0.006173	81.482	162	0.006173
SCFR_NC_086016_1_45246546_45246828_frame_1_fft	1	1	0.482270	81.734	2	0.48227
SCFR_NC_086016_1_52036208_52036445_frame3_fft	1	1	0.130802	83.720	8	0.130802
SCFR_NC_086016_1_51888725_51889377_frame_2_fft	1	1	0.026074	123.285	38	0.026074
SCFR_NC_086016_1_48359025_48360239_frame_1_fft	1	1	0.053542	188.231	19	0.053542
SCFR_NC_086016_1_52373731_52374167_frame_3_fft	1	1	0.155963	137.012	6	0.155963
SCFR_NC_086016_1_52400785_52401080_frame_3_fft	1	1	0.013559	77.388	74	0.013558999999999998
SCFR_NC_086016_1_52563543_52564138_frame2_fft	4	3	0.460504;0.040336;0.119328	120.073;116.805;113.590	2;25;8	0.20989080541447439
SCFR_NC_086016_1_52829192_52829958_frame1_fft	1	1	0.003916	130.283	256	0.003916
SCFR_NC_086016_1_52842930_52843223_frame3_fft	1	1	0.184300	82.457	5	0.1843
SCFR_NC_086016_1_52858047_52858554_frame1_fft	1	1	0.333333	107.212	3	0.333333
