SCFR_Name	Num_Raw_Peaks	Top_Peak_Count	Frequencies	Magnitudes	Periods	Metric
SCFR_NC_085931_1_27534720_27536190_frame_3_fft	1	1	0.333333	233.998	3	0.333333
SCFR_NC_085931_1_32664637_32665025_frame2_fft	1	1	0.149485	88.850	7	0.149485
SCFR_NC_085931_1_34842398_34842626_frame_1_fft	1	1	0.486842	73.669	2	0.486842
SCFR_NC_085931_1_36765016_36765338_frame2_fft	1	1	0.400621	85.541	3	0.400621
SCFR_NC_085931_1_32447043_32447632_frame1_fft	1	1	0.332767	120.871	3	0.332767
SCFR_NC_085931_1_41381631_41381862_frame_3_fft	1	1	0.251082	75.594	4	0.251082
SCFR_NC_085931_1_42008207_42008724_frame3_fft	1	1	0.334623	100.111	3	0.334623
SCFR_NC_085931_1_35310290_35313048_frame3_fft	2	2	0.116389;0.301668	250.108;246.829	9;3	0.20841722549136008
SCFR_NC_085931_1_48173626_48173845_frame_2_fft	1	1	0.009132	67.039	110	0.009132
SCFR_NC_085931_1_48214218_48215062_frame_2_fft	6	3	0.111374;0.055687;0.222749	231.911;211.434;168.374	9;18;4	0.12278206332973146
SCFR_NC_085931_1_48480369_48481796_frame_1_fft	1	1	0.491941	165.817	2	0.49194099999999996
SCFR_NC_085931_1_55720354_55721013_frame2_fft	1	1	0.467375	144.248	2	0.467375
SCFR_NC_085931_1_57360683_57362734_frame_2_fft	3	3	0.424671;0.001463;0.066309	324.569;297.971;259.433	2;684;15	0.17627945092310085
SCFR_NC_085931_1_61106659_61107221_frame2_fft	2	2	0.131673;0.176157	130.514;123.846	8;6	0.15333193011479793
SCFR_NC_085931_1_61699322_61699905_frame3_fft	1	1	0.030875	170.771	32	0.030875
